Player,TotalRuns,BallsFaced,StrikeRate,Fours,Sixes,Matches,Innings,Fifties,Hundreds,AverageRun,RF_50s,RF_100s,UniqueOpponents,OpponentsList,Dismissals,DuckOuts,DuckOutPercentage,MostCommonPosition,AveragePosition,PositionConsistency,PositionRange,OpeningInnings,TopOrderInnings
Basil Thampi,32,33,96.97,1,1,7,7,0,0,32.0,0.0,0.0,6,Delhi Capitals|Kings XI Punjab|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,1,0,0.0,9,9.29,71.43,9-10,0,0
Ravi Bishnoi,32,49,65.31,2,0,14,14,0,0,4.57,0.0,0.0,7,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore|Sunrisers Hyderabad,7,1,7.14,8,9.0,35.71,8-10,0,0
S Sriram,31,35,88.57,3,0,2,2,0,0,15.5,0.0,0.0,2,Kings XI Punjab|Kolkata Knight Riders,2,0,0.0,1,2.5,50.0,1-4,1,1
T Taibu,31,26,119.23,3,0,3,3,0,0,10.33,0.0,0.0,3,Deccan Chargers|Delhi Daredevils|Royal Challengers Bangalore,3,0,0.0,5,5.0,100.0,5-5,0,0
NS Naik,31,49,63.27,2,0,4,4,0,0,7.75,0.0,0.0,3,Delhi Capitals|Mumbai Indians|Sunrisers Hyderabad,4,0,0.0,6,5.0,50.0,1-7,1,1
VH Zol,29,26,111.54,3,1,2,2,0,0,14.5,0.0,0.0,2,Chennai Super Kings|Rajasthan Royals,2,0,0.0,3,3.0,100.0,3-3,0,2
J Syed Mohammad,29,26,111.54,4,0,5,5,0,0,14.5,0.0,0.0,4,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Mumbai Indians,2,0,0.0,7,8.0,60.0,7-10,0,0
Arshdeep Singh,29,39,74.36,4,0,11,11,0,0,5.8,0.0,0.0,6,Delhi Capitals|Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Royal Challengers Bengaluru|Sunrisers Hyderabad,5,1,9.09,11,10.55,63.64,9-11,0,0
SB Jakati,28,29,96.55,3,0,5,5,0,0,28.0,0.0,0.0,3,Delhi Daredevils|Mumbai Indians|Royal Challengers Bangalore,1,0,0.0,8,9.2,40.0,8-11,0,0
AS Joseph,27,31,87.1,3,0,5,5,0,0,27.0,0.0,0.0,5,Chennai Super Kings|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings,1,0,0.0,8,9.0,40.0,8-10,0,0
TL Seifert,26,22,118.18,4,0,3,3,0,0,8.67,0.0,0.0,3,Gujarat Titans|Mumbai Indians|Punjab Kings,3,0,0.0,2,3.67,66.67,2-7,0,2
DJ Malan,26,25,104.0,1,1,1,1,0,0,26.0,0.0,0.0,1,Delhi Capitals,1,0,0.0,4,4.0,100.0,4-4,0,0
AS Rajpoot,26,40,65.0,2,1,7,7,0,0,6.5,0.0,0.0,5,Chennai Super Kings|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,4,0,0.0,11,10.57,57.14,10-11,0,0
NL McCullum,26,21,123.81,0,1,2,2,0,0,26.0,0.0,0.0,2,Chennai Super Kings|Rajasthan Royals,1,1,50.0,7,7.0,100.0,7-7,0,0
PJ Sangwan,26,43,60.47,1,0,14,14,0,0,3.71,0.0,0.0,11,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Punjab Kings|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore|Sunrisers Hyderabad,7,2,14.29,8,8.79,42.86,8-10,0,0
MD Shanaka,26,26,100.0,2,1,3,3,0,0,13.0,0.0,0.0,3,Chennai Super Kings|Royal Challengers Bangalore|Sunrisers Hyderabad,2,0,0.0,4,5.0,66.67,4-7,0,0
AB Dinda,26,46,56.52,2,0,16,16,0,0,2.89,0.0,0.0,8,Chennai Super Kings|Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,9,4,25.0,11,10.44,50.0,9-11,0,0
JM Kemp,26,24,108.33,1,1,2,2,0,0,13.0,0.0,0.0,2,Deccan Chargers|Delhi Daredevils,2,0,0.0,5,5.5,50.0,5-6,0,0
AS Roy,26,23,113.04,3,0,6,6,0,0,8.67,0.0,0.0,6,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,3,2,33.33,9,7.67,50.0,3-9,0,1
CV Varun,25,45,55.56,2,0,10,10,0,0,12.5,0.0,0.0,5,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Rajasthan Royals|Royal Challengers Bangalore,2,0,0.0,10,10.3,50.0,9-11,0,0
S Chanderpaul,25,31,80.65,4,0,3,3,0,0,8.33,0.0,0.0,3,Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,3,0,0.0,1,1.33,66.67,1-2,2,3
A Choudhary,25,20,125.0,1,1,3,3,0,0,25.0,0.0,0.0,3,Gujarat Lions|Kings XI Punjab|Sunrisers Hyderabad,1,0,0.0,11,10.67,66.67,10-11,0,0
Mohsin Khan,25,24,104.17,2,1,5,5,0,0,12.5,0.0,0.0,4,Gujarat Titans|Mumbai Indians|Punjab Kings|Rajasthan Royals,2,0,0.0,9,9.4,80.0,9-11,0,0
Sanvir Singh,25,20,125.0,2,1,5,5,0,0,12.5,0.0,0.0,4,Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Punjab Kings,2,0,0.0,8,7.8,40.0,6-10,0,0
KC Cariappa,24,21,114.29,0,2,5,5,0,0,8.0,0.0,0.0,4,Delhi Daredevils|Gujarat Lions|Royal Challengers Bangalore|Sunrisers Hyderabad,3,0,0.0,9,9.4,60.0,9-10,0,0
AJ Turner,24,27,88.89,0,2,6,6,0,0,4.8,0.0,0.0,5,Delhi Capitals|Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Sunrisers Hyderabad,5,3,50.0,5,5.5,33.33,4-7,0,0
ER Dwivedi,24,13,184.62,2,2,2,2,0,0,12.0,0.0,0.0,2,Royal Challengers Bangalore|Sunrisers Hyderabad,2,0,0.0,8,4.5,50.0,1-8,1,1
Tanush Kotian,24,31,77.42,3,0,1,1,0,0,24.0,0.0,0.0,1,Punjab Kings,1,0,0.0,2,2.0,100.0,2-2,0,1
MA Khote,24,19,126.32,2,1,3,3,0,0,12.0,0.0,0.0,3,Chennai Super Kings|Deccan Chargers|Kings XI Punjab,2,0,0.0,7,8.0,33.33,7-9,0,0
P Dubey,23,32,71.88,2,0,2,2,0,0,23.0,0.0,0.0,2,Mumbai Indians|Punjab Kings,1,0,0.0,9,8.5,50.0,8-9,0,0
BMAJ Mendis,23,27,85.19,0,0,3,3,0,0,7.67,0.0,0.0,3,Chennai Super Kings|Mumbai Indians|Sunrisers Hyderabad,3,1,33.33,5,5.33,66.67,5-6,0,0
AF Milne,23,29,79.31,0,1,6,6,0,0,5.75,0.0,0.0,5,Chennai Super Kings|Kolkata Knight Riders|Mumbai Indians|Rising Pune Supergiant|Royal Challengers Bangalore,4,1,16.67,8,8.5,83.33,8-11,0,0
J Arunkumar,23,22,104.55,5,0,3,3,0,0,7.67,0.0,0.0,3,Kings XI Punjab|Kolkata Knight Riders|Rajasthan Royals,3,1,33.33,1,1.0,100.0,1-1,3,3
SW Tait,23,26,88.46,1,1,5,5,0,0,7.67,0.0,0.0,5,Chennai Super Kings|Delhi Daredevils|Kochi Tuskers Kerala|Kolkata Knight Riders|Royal Challengers Bangalore,3,1,20.0,10,9.8,80.0,9-10,0,0
Yudhvir Singh,22,16,137.5,1,2,4,4,0,0,5.5,0.0,0.0,4,Delhi Capitals|Kolkata Knight Riders|Punjab Kings|Rajasthan Royals,4,1,25.0,9,8.75,75.0,8-9,0,0
SA Abbott,22,17,129.41,1,2,3,3,0,0,11.0,0.0,0.0,3,Delhi Capitals|Kolkata Knight Riders|Sunrisers Hyderabad,2,0,0.0,7,7.0,100.0,7-7,0,0
HE van der Dussen,22,22,100.0,2,0,3,3,0,0,11.0,0.0,0.0,3,Delhi Capitals|Gujarat Titans|Lucknow Super Giants,2,0,0.0,4,5.33,33.33,4-7,0,0
KL Nagarkoti,22,33,66.67,1,0,7,7,0,0,5.5,0.0,0.0,5,Chennai Super Kings|Delhi Capitals|Kings XI Punjab|Rajasthan Royals|Royal Challengers Bangalore,4,2,28.57,9,8.57,71.43,7-9,0,0
GB Hogg,22,22,100.0,1,0,4,4,0,0,11.0,0.0,0.0,4,Chennai Super Kings|Kings XI Punjab|Mumbai Indians|Royal Challengers Bangalore,2,0,0.0,11,9.75,50.0,8-11,0,0
DE Bollinger,21,21,100.0,1,1,4,4,0,0,21.0,0.0,0.0,3,Deccan Chargers|Delhi Daredevils|Mumbai Indians,1,0,0.0,11,10.25,50.0,9-11,0,0
AU Rashid,21,15,140.0,2,1,2,2,0,0,10.5,0.0,0.0,2,Lucknow Super Giants|Rajasthan Royals,2,0,0.0,8,8.0,100.0,8-8,0,0
TU Deshpande,21,13,161.54,2,1,4,4,0,0,21.0,0.0,0.0,4,Delhi Capitals|Kolkata Knight Riders|Punjab Kings|Sunrisers Hyderabad,1,0,0.0,10,9.75,75.0,9-10,0,0
B Indrajith,21,30,70.0,2,0,3,3,0,0,7.0,0.0,0.0,3,Delhi Capitals|Lucknow Super Giants|Rajasthan Royals,3,1,33.33,1,2.0,66.67,1-4,2,2
NJ Maddinson,20,21,95.24,4,0,3,3,0,0,6.67,0.0,0.0,3,Chennai Super Kings|Delhi Daredevils|Mumbai Indians,3,0,0.0,1,1.33,66.67,1-2,2,3
RR Raje,20,18,111.11,1,1,5,5,0,0,20.0,0.0,0.0,3,Deccan Chargers|Delhi Daredevils|Rajasthan Royals,1,0,0.0,9,9.0,100.0,9-9,0,0
S Kaul,20,36,55.56,1,0,9,9,0,0,6.67,0.0,0.0,6,Chennai Super Kings|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Rising Pune Supergiant|Royal Challengers Bangalore,3,0,0.0,10,10.11,44.44,9-11,0,0
C Sakariya,20,29,68.97,3,0,7,7,0,0,4.0,0.0,0.0,6,Chennai Super Kings|Kolkata Knight Riders|Lucknow Super Giants|Mumbai Indians|Punjab Kings|Royal Challengers Bangalore,5,1,14.29,9,9.71,42.86,9-11,0,0
AC Thomas,20,19,105.26,1,1,4,4,0,0,10.0,0.0,0.0,4,Chennai Super Kings|Deccan Chargers|Mumbai Indians|Royal Challengers Bangalore,2,0,0.0,11,9.75,50.0,8-11,0,0
M Muralitharan,20,28,71.43,1,0,9,9,0,0,3.33,0.0,0.0,5,Deccan Chargers|Delhi Daredevils|Kings XI Punjab|Rajasthan Royals|Royal Challengers Bangalore,6,2,22.22,10,10.22,77.78,10-11,0,0
DR Martyn,19,24,79.17,1,0,1,1,0,0,19.0,0.0,0.0,1,Royal Challengers Bangalore,1,0,0.0,3,3.0,100.0,3-3,0,1
NT Ellis,19,25,76.0,0,1,5,5,0,0,4.75,0.0,0.0,4,Delhi Capitals|Mumbai Indians|Royal Challengers Bangalore|Sunrisers Hyderabad,4,2,40.0,8,8.8,60.0,8-10,0,0
P Ray Barman,19,24,79.17,2,0,1,1,0,0,19.0,0.0,0.0,1,Sunrisers Hyderabad,1,0,0.0,8,8.0,100.0,8-8,0,0
Y Gnaneswara Rao,19,17,111.76,3,0,1,1,0,0,19.0,0.0,0.0,1,Chennai Super Kings,1,0,0.0,3,3.0,100.0,3-3,0,1
JR Hazlewood,19,28,67.86,1,0,6,6,0,0,19.0,0.0,0.0,5,Chennai Super Kings|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Sunrisers Hyderabad,0,0,0.0,11,10.67,66.67,10-11,0,0
P Sahu,19,13,146.15,1,1,2,2,0,0,19.0,0.0,0.0,2,Delhi Daredevils|Kolkata Knight Riders,0,0,0.0,10,9.5,50.0,9-10,0,0
R Bishnoi,19,17,111.76,1,2,3,3,0,0,6.33,0.0,0.0,3,Chennai Super Kings|Deccan Chargers|Kings XI Punjab,3,1,33.33,8,5.67,33.33,2-8,0,1
R Shukla,19,23,82.61,2,0,4,4,0,0,19.0,0.0,0.0,4,Delhi Daredevils|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,1,0,0.0,8,8.5,75.0,8-10,0,0
Akash Deep,19,12,158.33,2,1,3,3,0,0,9.5,0.0,0.0,3,Chennai Super Kings|Kolkata Knight Riders|Mumbai Indians,2,1,33.33,9,10.0,33.33,9-11,0,0
Gulbadin Naib,19,15,126.67,1,1,1,1,0,0,19.0,0.0,0.0,1,Rajasthan Royals,1,0,0.0,7,7.0,100.0,7-7,0,0
A Mukund,19,22,86.36,1,0,2,2,0,0,9.5,0.0,0.0,1,Rajasthan Royals,2,1,50.0,8,4.5,50.0,1-8,1,1
DS Lehmann,18,17,105.88,3,0,2,2,0,0,9.0,0.0,0.0,2,Delhi Daredevils|Kings XI Punjab,2,0,0.0,5,5.0,100.0,5-5,0,0
KMA Paul,18,22,81.82,1,1,5,5,0,0,4.5,0.0,0.0,3,Chennai Super Kings|Mumbai Indians|Sunrisers Hyderabad,4,1,20.0,8,7.2,60.0,6-8,0,0
BJ Haddin,18,11,163.64,2,1,1,1,0,0,18.0,0.0,0.0,1,Royal Challengers Bangalore,1,0,0.0,2,2.0,100.0,2-2,0,1
PV Tambe,18,37,48.65,1,0,6,6,0,0,18.0,0.0,0.0,3,Chennai Super Kings|Royal Challengers Bangalore|Sunrisers Hyderabad,1,0,0.0,11,10.67,66.67,10-11,0,0
Sumit Kumar,18,21,85.71,2,1,3,3,0,0,9.0,0.0,0.0,3,Gujarat Titans|Kolkata Knight Riders|Punjab Kings,2,0,0.0,8,7.33,66.67,6-8,0,0
Naveen-ul-Haq,18,21,85.71,2,0,4,4,0,0,18.0,0.0,0.0,4,Delhi Capitals|Kolkata Knight Riders|Mumbai Indians|Royal Challengers Bangalore,1,0,0.0,10,10.0,50.0,9-11,0,0
Harmeet Singh,18,12,150.0,3,0,4,4,0,0,9.0,0.0,0.0,4,Chennai Super Kings|Kolkata Knight Riders|Rajasthan Royals|Sunrisers Hyderabad,2,1,25.0,9,9.75,50.0,9-11,0,0
Saurav Chauhan,18,15,120.0,1,1,3,3,0,0,6.0,0.0,0.0,3,Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,3,1,33.33,4,6.0,33.33,4-8,0,0
JJ van der Wath,18,16,112.5,1,1,3,3,0,0,9.0,0.0,0.0,3,Chennai Super Kings|Deccan Chargers|Kings XI Punjab,2,1,33.33,8,8.0,100.0,8-8,0,0
T Banton,18,20,90.0,1,1,2,2,0,0,9.0,0.0,0.0,1,Royal Challengers Bangalore,2,0,0.0,4,2.5,50.0,1-4,1,1
Parvez Rasool,17,19,89.47,1,0,4,4,0,0,8.5,0.0,0.0,4,Chennai Super Kings|Kolkata Knight Riders|Mumbai Indians|Sunrisers Hyderabad,2,0,0.0,8,8.0,50.0,7-9,0,0
Umran Malik,17,14,121.43,1,1,5,5,0,0,17.0,0.0,0.0,5,Kolkata Knight Riders|Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bangalore,1,0,0.0,10,9.8,80.0,9-10,0,0
JA Richardson,17,26,65.38,2,0,3,3,0,0,5.67,0.0,0.0,3,Chennai Super Kings|Mumbai Indians|Rajasthan Royals,3,1,33.33,7,7.67,66.67,7-9,0,0
PP Ojha,16,40,40.0,0,0,19,19,0,0,1.78,0.0,0.0,6,Chennai Super Kings|Delhi Daredevils|Mumbai Indians|Pune Warriors|Rajasthan Royals|Royal Challengers Bangalore,9,3,15.79,10,10.11,68.42,9-11,0,0
CK Kapugedera,16,21,76.19,0,0,3,3,0,0,5.33,0.0,0.0,3,Delhi Daredevils|Mumbai Indians|Rajasthan Royals,3,1,33.33,6,5.67,66.67,5-6,0,0
YV Dhull,16,23,69.57,1,0,3,3,0,0,5.33,0.0,0.0,3,Chennai Super Kings|Mumbai Indians|Royal Challengers Bangalore,3,0,0.0,4,4.33,66.67,4-5,0,0
AJ Hosein,16,10,160.0,1,1,1,1,0,0,16.0,0.0,0.0,1,Delhi Capitals,0,0,0.0,8,8.0,100.0,8-8,0,0
KS Sharma,16,25,64.0,1,0,3,3,0,0,5.33,0.0,0.0,3,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders,3,0,0.0,4,2.67,33.33,1-4,1,2
VY Mahesh,15,26,57.69,0,0,5,5,0,0,7.5,0.0,0.0,4,Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals,2,0,0.0,9,9.2,80.0,9-10,0,0
I Udana,15,11,136.36,1,1,4,4,0,0,5.0,0.0,0.0,3,Delhi Capitals|Kings XI Punjab|Sunrisers Hyderabad,3,1,25.0,8,7.5,50.0,7-8,0,0
JL Pattinson,15,13,115.38,2,0,2,2,0,0,15.0,0.0,0.0,2,Chennai Super Kings|Sunrisers Hyderabad,1,0,0.0,8,8.5,50.0,8-9,0,0
Virat Singh,15,25,60.0,1,0,2,2,0,0,7.5,0.0,0.0,2,Delhi Capitals|Mumbai Indians,2,0,0.0,4,4.0,100.0,4-4,0,0
SD Lad,15,13,115.38,1,1,1,1,0,0,15.0,0.0,0.0,1,Kings XI Punjab,1,0,0.0,2,2.0,100.0,2-2,0,1
A Zampa,15,24,62.5,1,0,5,5,0,0,3.0,0.0,0.0,5,Chennai Super Kings|Delhi Daredevils|Gujarat Titans|Royal Challengers Bangalore|Sunrisers Hyderabad,5,1,20.0,8,8.8,40.0,8-10,0,0
GR Napier,15,16,93.75,1,0,1,1,0,0,15.0,0.0,0.0,1,Kolkata Knight Riders,1,0,0.0,6,6.0,100.0,6-6,0,0
Vijaykumar Vyshak,14,12,116.67,0,1,4,4,0,0,7.0,0.0,0.0,4,Kolkata Knight Riders|Mumbai Indians|Rajasthan Royals|Sunrisers Hyderabad,2,1,25.0,9,9.25,75.0,9-10,0,0
G Coetzee,14,20,70.0,0,1,5,5,0,0,3.5,0.0,0.0,4,Gujarat Titans|Kolkata Knight Riders|Lucknow Super Giants|Rajasthan Royals,4,1,20.0,9,8.6,80.0,7-9,0,0
MDKJ Perera,14,12,116.67,3,0,2,2,0,0,7.0,0.0,0.0,2,Delhi Daredevils|Pune Warriors,2,1,50.0,1,1.0,100.0,1-1,2,2
F Behardien,14,13,107.69,2,0,3,3,0,0,7.0,0.0,0.0,2,Rising Pune Supergiants|Royal Challengers Bangalore,2,0,0.0,7,6.67,66.67,6-7,0,0
C Madan,14,17,82.35,3,0,1,1,0,0,14.0,0.0,0.0,1,Delhi Daredevils,1,0,0.0,1,1.0,100.0,1-1,1,1
Arjun Tendulkar,13,9,144.44,0,1,1,1,0,0,13.0,0.0,0.0,1,Gujarat Titans,1,0,0.0,9,9.0,100.0,9-9,0,0
Noor Ahmad,13,18,72.22,2,0,5,5,0,0,3.25,0.0,0.0,5,Chennai Super Kings|Delhi Capitals|Lucknow Super Giants|Mumbai Indians|Sunrisers Hyderabad,4,1,20.0,10,9.6,40.0,8-11,0,0
DT Patil,13,13,100.0,1,0,2,2,0,0,13.0,0.0,0.0,2,Kings XI Punjab|Rajasthan Royals,1,0,0.0,8,7.5,50.0,7-8,0,0
Mustafizur Rahman,13,23,56.52,0,1,6,6,0,0,13.0,0.0,0.0,5,Chennai Super Kings|Gujarat Titans|Kolkata Knight Riders|Mumbai Indians|Sunrisers Hyderabad,1,0,0.0,11,10.83,83.33,10-11,0,0
FA Allen,13,18,72.22,1,0,3,3,0,0,6.5,0.0,0.0,3,Lucknow Super Giants|Rajasthan Royals|Sunrisers Hyderabad,2,0,0.0,7,6.67,66.67,6-7,0,0
S Badree,13,23,56.52,0,0,5,5,0,0,2.6,0.0,0.0,4,Gujarat Lions|Kings XI Punjab|Kolkata Knight Riders|Rising Pune Supergiant,5,2,40.0,9,8.4,60.0,7-9,0,0
DR Shorey,13,17,76.47,0,1,2,2,0,0,6.5,0.0,0.0,2,Mumbai Indians|Royal Challengers Bangalore,2,0,0.0,4,5.0,50.0,4-6,0,0
R Sai Kishore,13,5,260.0,0,2,1,1,0,0,13.0,0.0,0.0,1,Delhi Capitals,1,0,0.0,9,9.0,100.0,9-9,0,0
Kartik Tyagi,13,15,86.67,1,0,6,6,0,0,3.25,0.0,0.0,4,Delhi Capitals|Kolkata Knight Riders|Punjab Kings|Royal Challengers Bangalore,4,1,16.67,10,9.17,50.0,7-10,0,0
KJ Abbott,13,8,162.5,0,1,3,3,0,0,13.0,0.0,0.0,3,Kolkata Knight Riders|Rising Pune Supergiants|Royal Challengers Bangalore,1,0,0.0,10,9.0,33.33,8-10,0,0
AA Chavan,12,11,109.09,2,0,3,3,0,0,12.0,0.0,0.0,3,Delhi Daredevils|Kochi Tuskers Kerala|Mumbai Indians,1,0,0.0,8,8.33,66.67,8-9,0,0
DAJ Bracewell,12,9,133.33,1,0,1,1,0,0,12.0,0.0,0.0,1,Royal Challengers Bangalore,0,0,0.0,8,8.0,100.0,8-8,0,0
K Upadhyay,12,9,133.33,0,1,2,2,0,0,12.0,0.0,0.0,2,Kolkata Knight Riders|Royal Challengers Bangalore,0,0,0.0,11,11.0,100.0,11-11,0,0
T Thushara,12,18,66.67,0,0,4,4,0,0,6.0,0.0,0.0,4,Deccan Chargers|Kings XI Punjab|Mumbai Indians|Rajasthan Royals,2,0,0.0,8,8.75,50.0,8-10,0,0
Mujeeb Ur Rahman,12,13,92.31,2,0,6,6,0,0,4.0,0.0,0.0,4,Mumbai Indians|Rajasthan Royals|Royal Challengers Bangalore|Sunrisers Hyderabad,3,1,16.67,11,9.33,50.0,7-11,0,0
MA Wood,12,8,150.0,1,1,3,3,0,0,6.0,0.0,0.0,3,Chennai Super Kings|Mumbai Indians|Royal Challengers Bangalore,2,0,0.0,9,9.33,66.67,9-10,0,0
AR Bawne,12,12,100.0,1,0,1,1,0,0,12.0,0.0,0.0,1,Kolkata Knight Riders,0,0,0.0,7,7.0,100.0,7-7,0,0
DG Nalkande,12,12,100.0,0,1,2,2,0,0,6.0,0.0,0.0,2,Chennai Super Kings|Lucknow Super Giants,2,1,50.0,9,7.5,50.0,6-9,0,0
Karanveer Singh,12,17,70.59,1,0,4,4,0,0,12.0,0.0,0.0,4,Chennai Super Kings|Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,1,0,0.0,10,10.0,100.0,10-10,0,0
DNT Zoysa,11,7,157.14,1,0,2,2,0,0,11.0,0.0,0.0,2,Kings XI Punjab|Mumbai Indians,1,0,0.0,8,8.0,100.0,8-8,0,0
RA Bawa,11,14,78.57,1,0,2,2,0,0,5.5,0.0,0.0,2,Kolkata Knight Riders|Royal Challengers Bangalore,2,1,50.0,5,5.0,100.0,5-5,0,0
M Ntini,11,18,61.11,2,0,2,2,0,0,11.0,0.0,0.0,2,Rajasthan Royals|Royal Challengers Bangalore,1,0,0.0,11,10.5,50.0,10-11,0,0
T Henderson,11,15,73.33,0,1,2,2,0,0,11.0,0.0,0.0,2,Kolkata Knight Riders|Royal Challengers Bangalore,1,0,0.0,4,6.0,50.0,4-8,0,0
T Kohli,11,19,57.89,0,1,3,3,0,0,3.67,0.0,0.0,3,Chennai Super Kings|Delhi Daredevils|Kolkata Knight Riders,3,0,0.0,1,4.67,33.33,1-7,1,1
J Theron,10,12,83.33,1,0,4,4,0,0,5.0,0.0,0.0,4,Chennai Super Kings|Kings XI Punjab|Mumbai Indians|Rajasthan Royals,2,1,25.0,9,8.75,75.0,8-9,0,0
JE Root,10,15,66.67,1,0,1,1,0,0,10.0,0.0,0.0,1,Royal Challengers Bangalore,1,0,0.0,4,4.0,100.0,4-4,0,0
Mukesh Kumar,10,18,55.56,0,0,5,5,0,0,10.0,0.0,0.0,5,Lucknow Super Giants|Punjab Kings|Rajasthan Royals|Royal Challengers Bengaluru|Sunrisers Hyderabad,1,0,0.0,11,10.4,60.0,9-11,0,0
AG Murtaza,10,14,71.43,1,0,3,3,0,0,10.0,0.0,0.0,3,Kolkata Knight Riders|Rajasthan Royals|Royal Challengers Bangalore,1,0,0.0,10,9.67,66.67,9-10,0,0
TD Paine,10,24,41.67,0,0,2,2,0,0,5.0,0.0,0.0,2,Mumbai Indians|Royal Challengers Bangalore,2,0,0.0,2,2.0,100.0,2-2,0,2
SMSM Senanayake,10,16,62.5,0,0,4,4,0,0,10.0,0.0,0.0,3,Chennai Super Kings|Kings XI Punjab|Pune Warriors,1,0,0.0,9,8.0,50.0,6-9,0,0
X Thalaivan Sargunam,10,17,58.82,0,0,1,1,0,0,10.0,0.0,0.0,1,Chennai Super Kings,1,0,0.0,6,6.0,100.0,6-6,0,0
KAJ Roach,10,9,111.11,1,0,1,1,0,0,10.0,0.0,0.0,1,Mumbai Indians,1,0,0.0,9,9.0,100.0,9-9,0,0
D du Preez,10,13,76.92,0,0,1,1,0,0,10.0,0.0,0.0,1,Rajasthan Royals,1,0,0.0,8,8.0,100.0,8-8,0,0
RK Bhui,10,26,38.46,0,0,4,4,0,0,2.5,0.0,0.0,4,Chennai Super Kings|Delhi Capitals|Punjab Kings|Rajasthan Royals,4,2,50.0,1,3.25,25.0,1-5,1,2
BB Sran,9,12,75.0,0,0,7,7,0,0,9.0,0.0,0.0,4,Delhi Daredevils|Kolkata Knight Riders|Rising Pune Supergiants|Sunrisers Hyderabad,1,0,0.0,9,9.0,71.43,8-10,0,0
M Prasidh Krishna,9,24,37.5,0,0,7,7,0,0,4.5,0.0,0.0,5,Chennai Super Kings|Gujarat Titans|Kings XI Punjab|Mumbai Indians|Royal Challengers Bangalore,2,0,0.0,11,10.29,57.14,9-11,0,0
VG Arora,9,16,56.25,0,0,7,7,0,0,4.5,0.0,0.0,5,Chennai Super Kings|Delhi Capitals|Gujarat Titans|Lucknow Super Giants|Sunrisers Hyderabad,2,1,14.29,11,10.14,42.86,9-11,0,0
L Wood,9,3,300.0,0,1,1,1,0,0,9.0,0.0,0.0,1,Delhi Capitals,0,0,0.0,10,10.0,100.0,10-10,0,0
AA Noffke,9,10,90.0,1,0,1,1,0,0,9.0,0.0,0.0,1,Kolkata Knight Riders,1,0,0.0,8,8.0,100.0,8-8,0,0
K Kartikeya,9,11,81.82,1,0,2,2,0,0,4.5,0.0,0.0,2,Gujarat Titans|Kolkata Knight Riders,2,0,0.0,9,9.5,50.0,9-10,0,0
AA Kulkarni,9,8,112.5,2,0,2,2,0,0,4.5,0.0,0.0,2,Kolkata Knight Riders|Mumbai Indians,2,1,50.0,2,2.0,100.0,2-2,0,2
D Ferreira,8,11,72.73,0,0,2,2,0,0,4.0,0.0,0.0,2,Delhi Capitals|Punjab Kings,2,0,0.0,7,7.5,50.0,7-8,0,0
CK Langeveldt,8,9,88.89,0,1,2,2,0,0,4.0,0.0,0.0,2,Delhi Daredevils|Kings XI Punjab,2,1,50.0,10,10.0,100.0,10-10,0,0
Jaskaran Singh,8,11,72.73,0,0,4,4,0,0,8.0,0.0,0.0,3,Kings XI Punjab|Kolkata Knight Riders|Mumbai Indians,1,0,0.0,9,9.0,50.0,8-10,0,0
P Chopra,8,6,133.33,2,0,1,1,0,0,8.0,0.0,0.0,1,Chennai Super Kings,1,0,0.0,5,5.0,100.0,5-5,0,0
TM Srivastava,8,11,72.73,0,0,3,3,0,0,8.0,0.0,0.0,3,Delhi Daredevils|Kolkata Knight Riders|Royal Challengers Bangalore,1,0,0.0,8,7.33,66.67,6-8,0,0
JPR Scantlebury-Searles,8,6,133.33,0,1,2,2,0,0,8.0,0.0,0.0,2,Kings XI Punjab|Rajasthan Royals,1,0,0.0,8,8.0,100.0,8-8,0,0
